MOUNT
WRITE 0 933 169
WRITE 933 49 253
WRITE 982 489 185
WRITE 1471 257 207
WRITE 1728 417 74
WRITE 2145 338 106
WRITE 2483 720 143
WRITE 3203 871 104
WRITE 4074 611 27
WRITE 4685 964 189
WRITE 5649 672 170
WRITE 6321 1017 228
WRITE 7338 277 37
WRITE 7615 702 43
WRITE 8317 134 33
WRITE 8451 910 105
WRITE 9361 519 88
WRITE 9880 252 66
WRITE 10132 656 237
WRITE 10788 413 69
WRITE 11201 11 212
WRITE 11212 638 196
WRITE 11850 725 253
WRITE 12575 29 200
WRITE 12604 764 144
WRITE 13368 92 46
WRITE 13460 268 124
WRITE 13728 251 232
WRITE 13979 447 89
WRITE 14426 940 23
WRITE 15366 449 2
WRITE 15815 870 197
WRITE 16685 698 62
WRITE 17383 126 36
WRITE 17509 633 210
WRITE 18142 741 83
WRITE 18883 312 176
WRITE 19195 478 180
WRITE 19673 443 59
WRITE 20116 675 128
WRITE 20791 855 23
WRITE 21646 225 201
WRITE 21871 555 19
WRITE 22426 279 254
WRITE 22705 335 139
WRITE 23040 847 190
WRITE 23887 302 205
WRITE 24189 771 70
WRITE 24960 939 139
WRITE 25899 261 25
WRITE 26160 40 226
WRITE 26200 895 136
WRITE 27095 314 111
WRITE 27409 217 29
WRITE 27626 481 88
WRITE 28107 865 37
WRITE 28972 985 202
WRITE 29957 627 175
WRITE 30584 427 27
WRITE 31011 693 35
WRITE 31704 596 90
WRITE 32300 960 2
WRITE 33260 329 157
WRITE 33589 166 50
WRITE 33755 569 208
WRITE 34324 721 125
WRITE 35045 138 34
WRITE 35183 334 160
WRITE 35517 96 125
WRITE 35613 457 170
WRITE 36070 967 47
WRITE 37037 802 177
WRITE 37839 450 233
WRITE 38289 78 137
WRITE 38367 790 165
WRITE 39157 237 177
WRITE 39394 138 214
WRITE 39532 704 249
WRITE 40236 571 157
WRITE 40807 948 156
WRITE 41755 285 255
WRITE 42040 708 63
WRITE 42748 780 21
WRITE 43528 305 5
WRITE 43833 720 223
WRITE 44553 788 124
WRITE 45341 556 204
WRITE 45897 162 151
WRITE 46059 466 18
WRITE 46525 619 160
WRITE 47144 339 248
WRITE 47483 776 52
WRITE 48259 595 179
WRITE 48854 819 183
WRITE 49673 842 58
WRITE 50515 1015 91
WRITE 51530 122 140
WRITE 51652 1003 139
WRITE 52655 166 216
WRITE 52821 935 225
WRITE 53756 465 123
WRITE 54221 131 117
WRITE 54352 513 136
WRITE 54865 796 54
WRITE 55661 212 78
WRITE 55873 647 177
WRITE 56520 11 205
WRITE 56531 272 181
WRITE 56803 291 14
WRITE 57094 788 179
WRITE 57882 888 122
WRITE 58770 348 14
WRITE 59118 560 110
WRITE 59678 262 135
WRITE 59940 378 240
WRITE 60318 469 103
WRITE 60787 762 3
WRITE 61549 961 184
WRITE 62510 330 110
WRITE 62840 192 192
WRITE 63032 766 77
WRITE 63798 762 153
WRITE 64560 1010 3
WRITE 65570 220 76
WRITE 65790 214 172
WRITE 66004 489 195
WRITE 66493 246 88
WRITE 66739 410 197
WRITE 67149 871 179
WRITE 68020 577 132
WRITE 68597 223 194
WRITE 68820 502 1
WRITE 69322 717 115
WRITE 70039 796 203
WRITE 70835 852 86
WRITE 71687 298 29
WRITE 71985 92 189
WRITE 72077 1006 211
WRITE 73083 814 12
WRITE 73897 455 40
WRITE 74352 367 185
WRITE 74719 319 244
WRITE 75038 844 255
WRITE 75882 369 84
WRITE 76251 481 242
WRITE 76732 862 6
WRITE 77594 891 159
WRITE 78485 554 252
WRITE 79039 893 80
WRITE 79932 154 8
WRITE 80086 498 55
WRITE 80584 395 232
WRITE 80979 251 37
WRITE 81230 318 254
WRITE 81548 645 12
WRITE 82193 886 211
WRITE 83079 319 93
WRITE 83398 463 111
WRITE 83861 140 150
WRITE 84001 338 128
WRITE 84339 491 233
WRITE 84830 734 188
WRITE 85564 40 181
WRITE 85604 533 138
WRITE 86137 617 63
